area,tag_number,description,equipment_type_id,manufacturer,model,serial_number,installation_date,operational_unit,photo,status,criticality
1,PSHH-TGL-120E,PSHH DISCH LOADING PUMP 120E,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-121E,PT DISCH LOADING PUMP 120E,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-015",CHECK VALVE DISCH LOADING PUMP 120E,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-032",GATE VALVE DISCH LOADING PUMP 120E,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"16""-PRE-027",LINE HEADER SUCTION P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-042",LINE SUCTION LOADING P120A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-082",LINE PSV SUCTION LOADING P120A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-081",LINE PSV DISCH LOADING P120A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PRE-043",LINE DISCH LOADING P120A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-044",LINE SUCTION LOADING P120B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-084",LINE PSV SUCTION LOADING P120B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-083",LINE PSV DISCH LOADING P120B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PRE-045",LINE DISCH LOADING P120B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-046",LINE SUCTION LOADING P120C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-086",LINE PSV SUCTION LOADING P120C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-085",LINE PSV DISCH LOADING P120C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PRE-047",LINE DISCH LOADING P120C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-088",LINE PSV SUCTION LOADING P120D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-087",LINE PSV DISCH LOADING P120D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PRE-063",LINE DISCH LOADING P120D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-064",LINE SUCTION LOADING P120E,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-090",LINE PSV SUCTION LOADING P120E,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-089",LINE PSV DISCH LOADING P120E,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-065",LINE DISCH LOADING P120E,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-PRE-075",LINE HEADER PSV SUCTION P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-PRE-074",LINE HEADER PSV DISCH P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"10""-PRE-048",LINE HEADER DISCH P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"10""-PRE-149",LINE HEADER LOADING P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-050",LINE LOADING P120 BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-062",LINE LOADING P120 BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-063",LINE LOADING P120 BAY 3,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-210",LINE CLOSED DRAIN PERTALITE P120A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-211",LINE CLOSED DRAIN PERTALITE P120B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-215",LINE CLOSED DRAIN PERTALITE P120C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-213",LINE CLOSED DRAIN PERTALITE P120D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-214",LINE CLOSED DRAIN PERTALITE P120E,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"10""-GV-049",GV HEADER LOADING P120,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-046",GV LOADING P120 BAY 1,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-047",GV LOADING P120 BAY 2,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-049",GV LOADING P120 BAY 3,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-100C,PSV HEADER SUCTION-DISCH P120,1,BROADY VALVE,Balanced ,,,,,active,medium
1,PIT-TGL-120,PT HEADER LOADING P120,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-GV-032A",GV DISCH LOADING P120E P320,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-114A",GV DISCH LOADING P320A P120,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-GV-031A",GV SUCTION LOADING P120E P320,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-GV-113A",GV SUCTION LOADING P320A P120,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-PER-067A",LINE DISCH LOADING P120E P320,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PRE-066A",LINE DISCH LOADING P320A P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-064A",LINE SUCTION LOADING P120E P320,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-065A",LINE SUCTION LOADING P320A P120,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,P-TGL-220A,CENTRIFUGAL LOADING PUMP 220A,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-220A,ELECTRIC MOTOR LOADING PUMP 220A,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-GV-069",GATE VALVE INLET LOADING PUMP 220A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-010",STRAINER INLET LOADING PUMP 220A,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL-220A,PDT STRAINER INLET LOADING PUMP 220A,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-220A,PSLL INLET LOADING PUMP 220A,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-221A,PG INLET LOADING PUMP 220A,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-258",VALVE PSV INLET LOADING PUMP 220A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-220A,PSV LOADING PUMP 220A,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-257",VALVE PSV OUTLET LOADING PUMP 220A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-222A,PG OUTLET LOADING PUMP 220A,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-220A,PSHH OUTLET LOADING PUMP 220A,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-221A,PT OUTLET LOADING PUMP 220A,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-031",CHECK VALVE OUTLET LOADING PUMP 220A,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-079",GATE VALVE OUTLET LOADING PUMP 220A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-220B,CENTRIFUGAL LOADING PUMP 220B,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-220B,ELECTRIC MOTOR LOADING PUMP 220B,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-STR-011",STRAINER INLET LOADING PUMP 220B,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL-220B,PDT STRAINER INLET LOADING PUMP 220B,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-220B,PSLL INLET LOADING PUMP 220B,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-221B,PG INLET LOADING PUMP 220B,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-260",VALVE PSV INLET LOADING PUMP 220B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-220B,PSV LOADING PUMP 220B,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-259",VALVE PSV OUTLET LOADING PUMP 220B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-222B,PG OUTLET LOADING PUMP 220B,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-220B,PSHH OUTLET LOADING PUMP 220B,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-221B,PT OUTLET LOADING PUMP 220B,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-032",CHECK VALVE OUTLET LOADING PUMP 220B,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-081",GATE VALVE OUTLET LOADING PUMP 220B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-220C,CENTRIFUGAL LOADING PUMP 220C,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-220C,ELECTRIC MOTOR LOADING PUMP 220C,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-GV-082",GATE VALVE INLET LOADING PUMP 220C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-012",STRAINER INLET LOADING PUMP 220C,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL-220C,PDT STRAINER INLET LOADING PUMP 220C,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-220C,PSLL INLET LOADING PUMP 220C,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-221C,PG INLET LOADING PUMP 220C,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-262",VALVE PSV INLET LOADING PUMP 220C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-220C,PSV LOADING PUMP 220C,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-261",VALVE PSV OUTLET LOADING PUMP 220C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-222C,PG OUTLET LOADING PUMP 220C,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-220C,PSHH OUTLET LOADING PUMP 220C,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-221C,PT OUTLET LOADING PUMP 220C,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-033",CHECK VALVE OUTLET LOADING PUMP 220C,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-083",GATE VALVE OUTLET LOADING PUMP 220C,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"""8-SLR-112",LINE SUCTION LOADING P220A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""4-SLR-152",LINE PSV SUCTION LOADING P220A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""4-SLR-151",LINE PSV DISCH LOADING P220A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""6-SLR-113",LINE DISCH LOADING P220A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""8-SLR-114",LINE SUCTION LOADING P220B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""4-SLR-154",LINE PSV SUCTION LOADING P220B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""4-SLR-153",LINE PSV DISCH LOADING P220B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""6-SLR-115",LINE DISCH LOADING P220B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""8-SLR-116",LINE SUCTION LOADING P220C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""4-SLR-156",LINE PSV SUCTION LOADING P220C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""4-SLR-155",LINE PSV DISCH LOADING P220C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"""6-SLR-117",LINE DISCH LOADING P220C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-SLR-145",LINE HEADER PSV SUCTION P220,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-SLR-144",LINE HEADER PSV DISCH P220,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"10""-SLR-092",LINE HEADER SUCTION P220,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-SLR-120",LINE HEADER LOADING P220,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-SLR-131",LINE LOADING P220 BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-SLR-132",LINE LOADING P220 BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-220",LINE CLOSED DRAIN P220A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-221",LINE CLOSED DRAIN P220B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DC-222",LINE CLOSED DRAIN P220C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-GV-080",GV HEADER LOADING P220,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-086",GV LOADING P220 BAY 1,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-087",GV LOADING P220 BAY 2,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-200C,PSV HEADER SUCTION-DISCH P220,1,BROADY VALVE,Covensional ,,,,,active,medium
1,PIT-TGL-220,PT HEADER LOADING P220,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,P-TGL-320A,CENTRIFUGAL LOADING PUMP 320A,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-320A,ELECTRIC MOTOR LOADING PUMP 320A,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-GV-113",GATE VALVE INLET LOADING PUMP 320A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-013",STRAINER INLET LOADING PUMP 320A,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL-320A,PDT STRAINER INLET LOADING PUMP 320A,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-320A,PSLL INLET LOADING PUMP 320A,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-321A,PG INLET LOADING PUMP 320A,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-267",VALVE PSV INLET LOADING PUMP 320A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-320A,PSV LOADING PUMP 320A,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-266",VALVE PSV OUTLET LOADING PUMP 320A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-322A,PG OUTLET LOADING PUMP 320A,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-320A,PSHH OUTLET LOADING PUMP 320A,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-321A,PT OUTLET LOADING PUMP 320A,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-051",CHECK VALVE OUTLET LOADING PUMP 320A,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-114",GATE VALVE OUTLET LOADING PUMP 320A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-320B,CENTRIFUGAL LOADING PUMP 320B,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-320B,ELECTRIC MOTOR LOADING PUMP 320B,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-GV-114",GATE VALVE INLET LOADING PUMP 320B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-015",STRAINER INLET LOADING PUMP 320B,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL-320B,PDT STRAINER INLET LOADING PUMP 320B,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-320B,PSLL INLET LOADING PUMP 320B,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-321B,PG INLET LOADING PUMP 320B,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-269",VALVE PSV INLET LOADING PUMP 320B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-320B,PSV LOADING PUMP 320B,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-268",VALVE PSV OUTLET LOADING PUMP 320B,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-322B,PG OUTLET LOADING PUMP 320B,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-320B,PSHH OUTLET LOADING PUMP 320B,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-321B,PT OUTLET LOADING PUMP 320B,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-053",CHECK VALVE OUTLET LOADING PUMP 320B,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-115",GATE VALVE OUTLET LOADING PUMP 320B,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-320C,CENTRIFUGAL LOADING PUMP 320C,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-320C,ELECTRIC MOTOR LOADING PUMP 320C,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-GV-115",GATE VALVE INLET LOADING PUMP 320C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-014",STRAINER INLET LOADING PUMP 320C,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL-320C,PDT STRAINER INLET LOADING PUMP 320C,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-320C,PSLL INLET LOADING PUMP 320C,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-321C,PG INLET LOADING PUMP 320C,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-271",VALVE PSV INLET LOADING PUMP 320C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-320C,PSV LOADING PUMP 320C,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-270",VALVE PSV OUTLET LOADING PUMP 320C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-322C,PG OUTLET LOADING PUMP 320C,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-320C,PSHH OUTLET LOADING PUMP 320C,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-321C,PT OUTLET LOADING PUMP 320C,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-052",CHECK VALVE OUTLET LOADING PUMP 320C,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-116",GATE VALVE OUTLET LOADING PUMP 320C,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-320D,CENTRIFUGAL LOADING PUMP 320D,1,KSB,125-100-400 EC,,,,,active,medium
1,PM-TGL-320D,ELECTRIC MOTOR LOADING PUMP 320D,1,ABB,M3KP 225 SMC 4,,,,,active,medium
1,"8""-GV-121",GATE VALVE INLET LOADING PUMP 320D,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-016",STRAINER INLET LOADING PUMP 320D,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDIT-TGL320D,PDT STRAINER INLET LOADING PUMP 320D,1,ROSEMOUNT,2051CD3A02A1AS5E1M5D,,,,,active,medium
1,PSLL-TGL-320D,PSLL INLET LOADING PUMP 320D,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-321D,PG INLET LOADING PUMP 320D,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"4""-GV-273",VALVE PSV INLET LOADING PUMP 320D,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-320D,PSV LOADING PUMP 320D,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"4""-GV-272",VALVE PSV OUTLET LOADING PUMP 320D,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-322D,PG OUTLET LOADING PUMP 320D,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-320D,PSHH OUTLET LOADING PUMP 320D,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-321D,PT OUTLET LOADING PUMP 320D,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"6""-CKV-054",CHECK VALVE OUTLET LOADING PUMP 320D,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"6""-GV-122",GATE VALVE OUTLET LOADING PUMP 320D,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"16""-PER-027",LINE HEADER SUCTION P320,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-172",LINE SUCTION LOADING P320A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-202",LINE PSV SUCTION LOADING P320A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-201",LINE PSV DISCH LOADING P320A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PER-173",LINE DISCH LOADING P320A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-174",LINE SUCTION LOADING P320B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-204",LINE PSV SUCTION LOADING P320B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-203",LINE PSV DISCH LOADING P320B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PER-175",LINE DISCH LOADING P320B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-176",LINE SUCTION LOADING P320C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-206",LINE PSV SUCTION LOADING P320C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-205",LINE PSV DISCH LOADING P320C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PER-177",LINE DISCH LOADING P320C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-190",LINE SUCTION LOADING P320D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-208",LINE PSV SUCTION LOADING P320D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-207",LINE PSV DISCH LOADING P320D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PER-191",LINE DISCH LOADING P320D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-PER-193",LINE HEADER PSV SUCTION P320,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-PER-192",LINE HEADER PSV DISCH P320,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"10""-PER-178",LINE HEADER DISCH P320,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-180",LINE LOADING P320 BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-181",LINE LOADING P320 BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PER-182",LINE LOADING P320 BAY 3,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"16""-PRE-147",LINE OUTLET TANK 100A/B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-DC-001",LINE CLOSED DRAIN P320A,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-DC-002",LINE CLOSED DRAIN P320B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-DC-003",LINE CLOSED DRAIN P320C,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-DC-004",LINE CLOSED DRAIN P320D,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"10""-GV-120",GV HEADER LOADING P320,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-218",GV LOADING P320 BAY 1,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-217",GV LOADING P320 BAY 2,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-BV-219",GV LOADING P320 BAY 3,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-300C,PSV HEADER SUCTION-DISCH P320,1,BROADY VALVE,Balanced ,,,,,active,medium
1,PIT-TGL-320,PT HEADER LOADING P320,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
